,sentences,Actual,Predicted
17192,how about you take the book and one hat ?,_inquiry ,_offer( _books 1 _hats 1 )
17193,deal .,_deal _inquiry ,_deal
17194,i want the book and three hats,_inquiry ,_need( _books 1 _hats 3 )
17195,how about i get the book and two hats and you get the rest ?,_inquiry ,_need( _books 1 _hats 2 ) _offer( rest )
17196,you can have all the books if i get the ball and hats .,_inquiry ,_need( _hats all _balls 1 ) _offer( _books all )
17197,agreed .,_deal _inquiry ,_deal
17198,how about i take the books and one hat ?,_inquiry ,_need( _books all _hats 1 )
17199,sure,_deal _inquiry ,_deal
17200,can i get the basketball and one hat ?,_inquiry ,_need( _hats 1 _balls 1 )
17201,if i can have the hats and the books you can have the balls,_inquiry ,_need( _books all _hats all ) _offer( _balls all )
17202,okay great ! thank you,_inquiry _thanks ,_deal _thanks
17203,thats a grat deal,_inquiry ,_deal
17204,i can do that,_deal _inquiry ,_deal
17205,i want the book and two balls,_inquiry ,_need( _books 1 _balls 2 )
17206,i'd love the ball and a book .,_inquiry ,_need( _books 1 _balls 1 )
17207,no you can have all the books and the hats,_inquiry ,_counteroffer _need( _books all _hats all )
17208,i would too : ( . . . is the book absolutely necessary ? maybe i'll take the books and the hats ?,_inquiry ,_need( _books all _hats all )
17209,sounds good to me . deal,_inquiry ,_deal
17210,i would like 1 book and 1 hat,_inquiry ,_need( _books 1 _hats 1 )
17211,i must have book - rest for you,_inquiry ,_need( _books 1 ) _offer( rest )
17212,no deal . balls are 1 for me . i can do 1 book and 2 balls for me .,_inquiry ,_need( _books 1 _balls 2 )
17213,deal .,_deal _inquiry ,_deal
17214,"alright , you can have the rest , deal ?",_offer( rest ) _inquiry ,_deal
17215,you can have the hats,_inquiry ,_offer( _hats all )
17216,yes the hats for you 1 book and 2 balls for me,_inquiry ,_need( _books 1 _balls 2 ) _offer( _hats all )
17217,i'll take the book and two hats,_inquiry ,_need( _books 1 _hats 2 )
17218,sounds good,_deal _inquiry ,_deal
17219,the ball is of no value to me . how about you leave the hats to me and you keep the book and the ball ?,_inquiry ,_need( _books 1 _balls 0 ) _offer( _hats all )
17220,"hello , i would like 1 book , 1 hat , 1 ball .",_greeting _inquiry ,_greeting _need( _hats 1 _balls 1 )
17221,"no , i would like 2 hats , 1 ball then .",_inquiry ,_counteroffer
17222,"hm , i want 1 ball and 1 book then .",_inquiry ,_need( _books 1 _balls 1 )
17223,no deal .,_nodeal _inquiry ,_nodeal
17224,"final deal - 1 ball , 1 hat .",_inquiry ,_yes _hats 1 _balls 1 )
17225,ok . deal .,_inquiry ,_deal
17226,you can have 2 books and 1 hat,_inquiry ,_offer( _books 2 _hats 1 )
17227,"i would like 1 ball , and 2 hats",_inquiry ,_need( _hats 2 _balls 1 )
17228,no . i would like one of each,_inquiry ,_nodeal
17229,sorry,_inquiry ,_deal
17230,how about you take the ball and i get the rest,_inquiry ,_need( rest ) _offer( _balls 1 )
17231,thanks,_deal _inquiry _thanks ,_deal _thanks
17232,what would you like,_inquiry ,_nodeal
17233,deal,_deal _inquiry ,_deal
17234,yes,_deal _inquiry ,_deal
17235,no . i would like the hat and the books,_inquiry ,_counteroffer _need( _books all _hats 1 )
17236,"you can have the hat , if i get everything else",_inquiry ,_need( rest ) _offer( _hats 1 )
17237,1 ball,_misc( _balls 1 ) _inquiry ,_yes _balls 1 )
17238,i need the hat and balls,_inquiry ,_need( _hats 1 _balls all )
17239,i need the hat,_inquiry ,_need( _hats 1 )
17240,i cant do that . . . . . i would need a hat and 2 balls,_inquiry ,_need( _hats 1 _balls 2 )
17241,ok,_deal _inquiry ,_deal
17242,sounds good,_deal _inquiry ,_deal
17243,i would like the book and the hat and you can have all 3 balls,_inquiry ,_need( _books 1 _hats 1 ) _offer( _balls all )
17244,deal,_deal _inquiry ,_deal
17245,i want two balls a book and a hat,_inquiry ,_need( _books 1 _hats 1 _balls 2 )
17246,"no , i need a few balls of my own",_inquiry ,_counteroffer _need( _balls all )
17247,"ok , i keep the hat and two balls then",_inquiry ,_yes _need( _hats 1 _balls 2 )
17248,can't do any better than my last offer,_inquiry ,_nodeal
17249,then no deal,_nodeal _inquiry ,_no
17250,which item is worth the most to you ?,_inquiry ,_yes _books 1 _hats 1 )
17251,how about i take the balls and you take the rest,_inquiry ,_need( _balls all ) _offer( rest )
17252,i need three items for this to work,_inquiry ,_need( _books 3 _hats 3 )
17253,i need the book and two balls,_inquiry ,_need( _books 1 _balls 2 )
17254,i need three items or we cant agree on a deal,_inquiry ,_need( _books 3 _hats 1 )
17255,can i have 3 books and 1 ball,_inquiry ,_need( _books 3 _balls 1 )
17256,yes,_deal _inquiry ,_deal
17257,"how about you do the same , i take the rest you take the books .",_inquiry ,_need( rest ) _offer( _books all )
17258,"good , so you take the books ?",_inquiry ,_yes _need( _books all )
17259,i need the hat,_inquiry ,_need( _hats 1 )
17260,me too . then no deal,_inquiry ,rest
17261,no deal,_nodeal _inquiry ,_nodeal
17262,ok you take all books and i keep the rest,_inquiry ,_need( rest ) _offer( _books all )
17263,"no , its fair ,",_inquiry ,_no
17264,"no , you take books and one ball , thats the best",_inquiry ,_counteroffer _nodeal
17265,i need the hat,_inquiry ,_need( _hats 1 )
17266,yeah no deal,_inquiry ,_no
17267,no deal,_nodeal _inquiry ,_nodeal
17268,i would like the books and balls .,_inquiry ,_need( _books all _balls all )
17269,agreed .,_deal _inquiry ,_deal
17270,"sure , if i get the hat .",_inquiry ,_need( _hats 1 )
17271,good .,_inquiry ,_deal
17272,"i need 1 ball , 1 hat , and 1 book",_inquiry ,_need( _books 1 _hats 1 _balls 1 )
17273,i need the ball,_inquiry ,_need( _balls 1 )
17274,ok how about you take the ball and i will get 2 hats and 3 books ?,_inquiry ,_need( _books 3 _hats 2 ) _offer( _balls 1 )
17275,no if i do not get the ball i need all of the rest,_inquiry ,_counteroffer _need( rest )
17276,no i will take the ball then you can have 3 books and 2 hats,_inquiry ,_counteroffer _need( _balls 1 ) _offer( _books 3 _hats 2 )
17277,so i take the ball and you get the rest ?,_inquiry ,_need( _balls 1 ) _offer( rest )
17278,you can have 1 hat and 1 book,_inquiry ,_offer( _books 1 _hats 1 )
17279,i need the ball too .,_inquiry ,_need( _balls 1 )
17280,how about 1 book and 1 hat ?,_inquiry ,_yes _books 1 _hats 1 )
17281,"ok , 1 book , 1 ball , and 1 hat ?",_inquiry ,_yes _books 1 _hats 1 _balls 1 )
17282,ok,_deal _inquiry ,_deal
17283,how about a book,_inquiry ,_need( _books 1 )
17284,yes .,_deal _inquiry ,_deal
17285,ok,_deal _inquiry ,_deal
17286,what would you like,_inquiry ,_nodeal
17287,you can have that . can i jhave the rest ?,_inquiry ,_need( rest ) _offer( _books all _hats all )
17288,deal,_deal _inquiry ,_deal
17289,hat and books,_inquiry ,_yes _books all _hats 1 )
17290,"ok , 1 hat and one book for me",_inquiry ,_need( _books 1 _hats 1 )
17291,i need one of those things .,_inquiry ,_need( _books 1 _hats 1 )
17292,ok .,_deal _inquiry ,_deal
17293,i need the hats and ball,_inquiry ,_need( _hats all _balls 1 )
17294,i can go two hats and the ball,_inquiry ,_need( _hats 2 _balls 1 )
17295,what are you looking at ? my values are pretty spread around .,_inquiry ,_deal
17296,"the books are worth 1 each for me , so that's not a deal i can make .",_inquiry ,_need( _books all )
17297,okay .,_deal _inquiry ,_deal
17298,i need the ball and the hats,_inquiry ,_need( _hats all _balls 1 )
17299,yes i will take the ball and the hats and you can have both books,_inquiry ,_need( _hats all _balls 1 ) _offer( _books 2 )
17300,how about i just take the ball and one book ?,_inquiry ,_need( _books 1 _balls 1 )
17301,ok if i can have both books,_inquiry ,_yes _need( _books 2 )
17302,that works with me,_inquiry ,_deal
17303,i need two hats and you could keep the rest,_inquiry ,_need( _hats 2 ) _offer( rest )
17304,"hey , so i want one of each",_greeting _inquiry ,_need( _books 1 _hats 1 _balls 1 )
17305,i want the book and ball,_inquiry ,_need( _books 1 _balls 1 )
17306,"ok , a book and a hat",_inquiry ,_yes _books 1 _hats 1 )
17307,i absolutely need the book,_inquiry ,_need( _books 1 )
17308,"you can have the book , 1 ball , and 2 hats .",_inquiry ,_offer( _books 1 _hats 2 )
17309,no deal . i want all the hats and 1 ball .,_inquiry ,_counteroffer _nodeal
17310,okay deal .,_deal _inquiry ,_deal
17311,book and balls for me,_need( _books 1 _balls all ) _inquiry ,_need( _books 1 _balls all )
17312,all the hats to you for both balls and the book,_need( _books 1 _balls all ) _offer( _hats all ) _inquiry ,_offer( _books 1 _balls all )
17313,ok deal,_deal _inquiry ,_deal
17314,"how about 3 hats , and we have a deal ?",_inquiry ,_yes _hats 3 )
17315,how about you get two hats,_inquiry ,_offer( _hats 2 )
17316,deal,_deal _inquiry ,_deal
17317,give me the balls and hats,_inquiry ,_need( _hats all _balls all )
17318,ok,_deal _inquiry ,_deal
17319,i need the hat and 1 book,_inquiry ,_need( _books 1 _hats 1 )
17320,okay,_deal _inquiry ,_deal
17321,i want the hat and ball,_inquiry ,_need( _hats 1 _balls 1 )
17322,you can have the hat but not all the balls,_inquiry ,_need( _balls all ) _offer( _hats 1 )
17323,i can take 2 balls and 1 hat . . . . is that what you are saying ?,_inquiry ,_need( _hats 1 _balls 2 )
17324,you do not want the book ?,_inquiry ,_need( _books 1 )
17325,"hmmm , how bad do you want that hat ?",_inquiry ,_need( _hats 1 )
17326,i guess you can have the hat and 1 ball . . . .,_inquiry ,_offer( _hats 1 _balls 1 )
17327,no deal,_nodeal _inquiry ,_nodeal
17328,i want the balls and hat,_inquiry ,_need( _hats 1 _balls all )
17329,how about two balls and the hat ?,_inquiry ,_yes _hats 1 _balls 2 )
17330,no that's what i take,_inquiry ,_nodeal
17331,nope,_nodeal _inquiry ,_nodeal
17332,i want that hat and two other items,_inquiry ,_need( _hats 1 )
17333,"no , two items and the hat",_inquiry ,_nodeal
17334,i,_inquiry ,_deal
17335,sorry about that . i'd like the ball and hats .,_inquiry ,_counteroffer _need( _hats all _balls 1 )
17336,i'd need the books and the hats to make that worthwhile . the ball has to come in to play for me .,_inquiry ,_need( _books all _hats all )
17337,would you consider just the ball ?,_inquiry ,_yes _balls 1 )
17338,ok . i'll take the hats and one book . you can take the ball and one book .,_inquiry ,_need( _books 1 _hats all ) _offer( _books 1 _balls 1 )
17339,deal !,_deal _inquiry ,_deal
17340,i need the ball and the books,_inquiry ,_need( _books all _balls 1 )
17341,i need the ball and the books and you can have all the hats,_inquiry ,_need( _books all _balls 1 ) _offer( _hats all )
17342,i need the ball and 1 book,_inquiry ,_need( _books 1 _balls 1 )
17343,no i can't do that,_inquiry ,_nodeal
17344,deal,_deal _inquiry ,_deal
17345,not all the books,_inquiry ,_yes _books 0 )
17346,ok,_deal _inquiry ,_deal
17347,i need the ball and the books and you can have the hat,_inquiry ,_need( _books all _balls 1 ) _offer( _hats 1 )
17348,then can i have the ball and two books ?,_inquiry ,_need( _books 2 _balls 1 )
17349,okay great ! thank you !,_deal _inquiry _thanks ,_deal _thanks
17350,i would like the ball and the books,_inquiry ,_need( _books all _balls 1 )
17351,that doesn ; t work for me . i can take the ball and 2 hats,_inquiry ,_need( _hats 2 _balls 1 )
17352,i need the ball . you cna have the hats,_inquiry ,_need( _balls 1 ) _offer( _hats all )
17353,what would you like ?,_inquiry ,_deal
17354,"i need the ball , but you can have both books",_inquiry ,_need( _balls 1 ) _offer( _books 2 )
17355,that doesn't work for me . i need the ball and one hat or all 3 hats,_inquiry ,_counteroffer _need( _hats 1 _balls 1 )
17356,deal,_deal _inquiry ,_deal
17357,if i can have the book and hat you can have the four balls .,_inquiry ,_need( _books 1 _hats 1 ) _offer( _balls all )
17358,sure !,_inquiry ,_deal
17359,the only way i can give up the hats is if i get everything else,_inquiry ,_need( rest )
17360,thank you,_inquiry _thanks ,_thanks
17361,"hi , i need 2 hats and one ball pls",_greeting _inquiry ,_greeting _need( _hats 2 _balls 1 )
17362,ok deal,_deal _inquiry ,_deal
17363,i really want that hat . i'm willing to negotiate on everything else .,_inquiry ,_need( _hats 1 )
17364,"can i please have one ball , too ?",_inquiry ,_need( _balls 1 )
17365,i want a couple of things . i really want to read twice . and wear a hat,_inquiry ,_need( _books 2 _hats 1 )
17366,okay . you take the hat and i will take everything else ?,_inquiry ,_yes _need( rest ) _offer( _hats 1 )
17367,hat and 1 ball for you . and me everything else . fine !,_inquiry ,_need( rest ) _offer( _hats 1 _balls 1 )
17368,i would like both balls and you tak th rest,_inquiry ,_need( _balls 2 ) _offer( rest )
17369,perfect !,_inquiry ,_deal
17370,i need ball,_inquiry ,_need( _balls 1 )
17371,- 5,_inquiry ,_nodeal
17372,"0 , they are worth 0 . i need ball .",_need( _balls all ) _inquiry ,_need( _balls all )
17373,ok,_deal _inquiry ,_deal
17374,i want the hat and ball,_inquiry ,_need( _hats 1 _balls 1 )
17375,so do i : ( what value are books to you ?,_inquiry ,_need( _books all )
17376,books are not negative 5 . i need ball and hat,_inquiry ,_counteroffer _need( _hats 1 _balls 1 )
17377,"ok , progress . they're zero for me too . so you take ball , i take hat",_inquiry ,_deal
17378,"don`t need the ball , can i have the rest and you take the ball ?",_inquiry ,_need( rest ) _offer( _balls 1 )
17379,no deal,_nodeal _inquiry ,_nodeal
17380,no deal,_nodeal _inquiry ,_nodeal
17381,no deal,_nodeal _inquiry ,_nodeal
17382,no deal,_nodeal _inquiry ,_nodeal
17383,i will give you the ball,_inquiry ,_offer( _balls 1 )
17384,no deal,_nodeal _inquiry ,_nodeal
17385,no deal,_nodeal _inquiry ,_nodeal
17386,no deal,_nodeal _inquiry ,_nodeal
17387,no deal,_nodeal _inquiry ,_nodeal
17388,sounds good to me !,_inquiry ,_deal
17389,i'd like books . you can have rest .,_inquiry ,_need( _books all ) _offer( rest )
17390,gimme the books and a ball,_inquiry ,_need( _books all _balls 1 )
17391,alright .,_deal _inquiry ,_deal
17392,how about all the balls and the book,_inquiry ,_yes _books 1 _balls all )
17393,ill take one book and one ball,_inquiry ,_need( _books 1 _balls 1 )
17394,i'll give you 1 book and 1 hat,_inquiry ,_offer( _books 1 _hats 1 )
17395,can't do that . i'll give you 1 ball and either 1 hat or 1 book,_inquiry ,_counteroffer _offer( _books 1 _hats 1 _balls 1 )
17396,"hmmmmmm , can i have one hat please sir / ma'am to go with book ?",_inquiry ,_need( _books 1 _hats 1 )
17397,ok deal,_deal _inquiry ,_deal
17398,"hi , i would like the hats and balls and you can have the book .",_greeting _inquiry ,_greeting _need( _hats all _balls all ) _offer( _books 1 )
17399,im sorry i need the hats . how about you get the book and the balls ?,_inquiry ,_need( _hats all ) _offer( _books 1 _balls all )
17400,thanks !,_deal _inquiry _thanks ,_deal _thanks
17401,i need three hats .,_inquiry ,_need( _hats 3 )
17402,2 hats and a book for me,_need( _books 1 _hats 2 ) _inquiry ,_need( _books 1 _hats 2 )
17403,i need more than just two hats,_inquiry ,_need( _hats 2 )
17404,i guess we have no deal .,_inquiry ,_no
17405,"i need 2 hats and one more item , .",_inquiry ,_need( _hats 2 )
17406,"i need the hats and the books , you can have the ball",_inquiry ,_need( _books all _hats all ) _offer( _balls 1 )
17407,i can give you 2 hats if i get 1 hat and everything else,_inquiry ,_need( _hats 1 ) _offer( _hats 2 )
17408,"i have to have all the books , 1 hat and the ball if you take 2 hats",_inquiry ,_need( _books all _hats 1 _balls 1 ) _offer( _hats 2 )
